"linking.linkers.FOXLinker","linking.linkers.TextRazorLinker","linking.linkers.RadboudLinker","linking.linkers.DBpediaSpotlightLinker","linking.linkers.BabelfyLinker","linking.linkers.OpenTapiocaLinker","best index","max. indices","Doc. Content","max. index name"
"0.0","0.0","0.0","0.5","0.5","0.5","3","[3, 4, 5]","Armstrong was the first man on the Moon.","linking.linkers.DBpediaSpotlightLinker"
"0.0","0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4, 5]","Kennedy was also an active politician, yet he is most known for his writings, some of which he published under the name of Mark Littleton.","NONE"
"0.3333333333333333","0.6666666666666666","1.0","0.6666666666666666","0.6666666666666666","0.0","2","[2]","After the death of Steve, the former CEO of Apple, his commencement speech at Stanford was watched thousands of times.","linking.linkers.RadboudLinker"
"0.3333333333333333","0.0","0.3333333333333333","0.6666666666666666","0.3333333333333333","0.3333333333333333","3","[3]","The group formed by Homme, Grohl, and Jones was supposed to be named Caligula, but the name was already taken.","linking.linkers.DBpediaSpotlightLinker"
"0.0","0.0","0.5","0.5","0.0","0.0","2","[2, 3]","Paris and Kim are both wealthy It Girls who had sex tapes on the Internet.","linking.linkers.RadboudLinker"
"0.0","0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4, 5]","The Isle of Wight festival in 1970 was the biggest at its time, surpassing Woodstock with acts like Davis, Chicago, and Mitchell.","NONE"
"0.5","0.5","0.75","0.75","0.5","0.5","2","[2, 3]","In 1980, Steve dropped out of Stanford to join Microsoft, the company behind the Windows operating system.","linking.linkers.RadboudLinker"
"0.0","0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4, 5]","Landgraf and Meijer played at the Tivoli.","NONE"
"0.0","0.0","0.0","0.0","0.3333333333333333","0.0","4","[4]","Desire contains a duet with Harris in the song Joey.","linking.linkers.BabelfyLinker"
"0.0","0.0","1.0","0.25","0.0","0.25","2","[2]","Steve, Bill, Sergey, and Larry have drawn a great deal of admiration these days for their pioneering successes that changed the world we live in.","linking.linkers.RadboudLinker"
"0.0","0.0","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.0","2","[2, 3, 4]","After unsuccessful years, aging country star Cash made a grandiose comeback with his American Recordings, recorded at his home with the help of Rubin.","linking.linkers.RadboudLinker"
"0.0","0.0","0.5","0.5","0.5","0.0","2","[2, 3, 4]","In this musical, Madonna played the role of the First Lady.","linking.linkers.RadboudLinker"
"0.5","0.25","0.75","0.5","0.25","0.25","2","[2]","The Sun and The Times reported that Greece will have to leave the Euro soon.","linking.linkers.RadboudLinker"
"0.3333333333333333","0.0","0.6666666666666666","0.6666666666666666","0.3333333333333333","0.0","2","[2, 3]","Three of the greatest guitarists started their career in a single band : Clapton, Beck, and Page.","linking.linkers.RadboudLinker"
"0.0","0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4, 5]","Heidi and her husband Seal live in Vegas.","NONE"
"0.0","0.0","0.5","0.5","0.5","0.5","2","[2, 3, 4, 5]","Sam, the co-founder of Equity International, was given the nickname of ""the grave dancer"" because of his ability to buy businesses that others thought were dead.","linking.linkers.RadboudLinker"
"0.25","0.25","0.75","0.5","0.25","0.25","2","[2]","The RAF was a terrorist group led by Baader and Meinhof that killed Schleyer.﻿","linking.linkers.RadboudLinker"
