"linking.linkers.FOXLinker","linking.linkers.TextRazorLinker","linking.linkers.RadboudLinker","linking.linkers.DBpediaSpotlightLinker","linking.linkers.BabelfyLinker","linking.linkers.OpenTapiocaLinker","best index","max. indices","Doc. Content","max. index name"
"1.0","0.3333333333333333","1.0","0.5","0.2727272727272727","1.0","0","[0, 2, 5]","Allen founded the EMP in Seattle, which featured exhibitions about Hendrix and Dylan, but also about various science fiction movies.","linking.linkers.FOXLinker"
"0.0","0.0","1.0","0.5","0.0","0.0","2","[2]","Madonna played Eva and was seen with Carlos.","linking.linkers.RadboudLinker"
"1.0","1.0","1.0","0.42857142857142855","0.16666666666666666","1.0","0","[0, 1, 2, 5]","Jobs and Baez dated in the late 1970s, and she performed at his Stanford memorial.","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4, 5]","Haug congratulated Red Bull.","NONE"
"0.0","0.0","0.0","0.3333333333333333","0.0","0.0","3","[3]","Müller scored a hattrick against England.","linking.linkers.DBpediaSpotlightLinker"
"1.0","1.0","1.0","0.4","0.18181818181818182","0.0","0","[0, 1, 2]","The Enola Gay bombed Hiroshima at the end of Second World War.﻿","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.5","0.0","0.0","3","[3]","Völler will never forget the match against Oranje in San Siro.","linking.linkers.DBpediaSpotlightLinker"
"0.0","0.0","1.0","0.0","0.0","1.0","2","[2, 5]","Hertha won against Dortmund.","linking.linkers.RadboudLinker"
"0.0","0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4, 5]","Tiger lost the US Open.","NONE"
"0.0","0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4, 5]","David and Victoria named their children Brooklyn, Romeo, Cruz, and Harper Seven.","NONE"
"0.0","0.0","1.0","0.0","0.0","1.0","2","[2, 5]","Erich was born in Neunkirchen.","linking.linkers.RadboudLinker"
"1.0","1.0","1.0","0.6666666666666666","0.4","0.0","0","[0, 1, 2]","Justin, Stefani, and Kate are among the most popular people on both MTV and Twitter.","linking.linkers.FOXLinker"
"0.0","0.0","1.0","0.3333333333333333","0.0","0.0","2","[2]","The Gunners now play their home matches at the Emirates.","linking.linkers.RadboudLinker"
"0.0","0.0","1.0","0.0","0.0","1.0","2","[2, 5]","Tiger was lost in the woods when he got divorced from Elin.","linking.linkers.RadboudLinker"
"0.0","0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4, 5]","Thomas and Mario are strikers playing in Munich.","NONE"
"0.0","0.0","1.0","0.5","0.0","0.0","2","[2]","City won 3:2 against the Spurs.","linking.linkers.RadboudLinker"
"0.0","0.0","0.0","0.5","0.3333333333333333","1.0","5","[5]","Armstrong was the first man on the Moon.","linking.linkers.OpenTapiocaLinker"
"0.0","0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4, 5]","Kennedy was also an active politician, yet he is most known for his writings, some of which he published under the name of Mark Littleton.","NONE"
"1.0","0.5","1.0","0.3333333333333333","0.2","0.0","0","[0, 2]","After the death of Steve, the former CEO of Apple, his commencement speech at Stanford was watched thousands of times.","linking.linkers.FOXLinker"
"0.5","0.0","0.5","0.4","0.2","0.5","0","[0, 2, 5]","The group formed by Homme, Grohl, and Jones was supposed to be named Caligula, but the name was already taken.","linking.linkers.FOXLinker"
"0.0","0.0","0.5","0.2","0.0","0.0","2","[2]","Paris and Kim are both wealthy It Girls who had sex tapes on the Internet.","linking.linkers.RadboudLinker"
"0.0","0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4, 5]","The Isle of Wight festival in 1970 was the biggest at its time, surpassing Woodstock with acts like Davis, Chicago, and Mitchell.","NONE"
"1.0","0.5","1.0","0.375","0.2","1.0","0","[0, 2, 5]","In 1980, Steve dropped out of Stanford to join Microsoft, the company behind the Windows operating system.","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4, 5]","Landgraf and Meijer played at the Tivoli.","NONE"
"0.0","0.0","0.0","0.0","0.25","0.0","4","[4]","Desire contains a duet with Harris in the song Joey.","linking.linkers.BabelfyLinker"
"0.0","0.0","1.0","0.125","0.0","0.5","2","[2]","Steve, Bill, Sergey, and Larry have drawn a great deal of admiration these days for their pioneering successes that changed the world we live in.","linking.linkers.RadboudLinker"
"0.0","0.0","1.0","0.16666666666666666","0.07692307692307693","0.0","2","[2]","After unsuccessful years, aging country star Cash made a grandiose comeback with his American Recordings, recorded at his home with the help of Rubin.","linking.linkers.RadboudLinker"
"0.0","0.0","1.0","0.25","0.2","0.0","2","[2]","In this musical, Madonna played the role of the First Lady.","linking.linkers.RadboudLinker"
"0.6666666666666666","0.5","1.0","0.5","0.16666666666666666","1.0","2","[2, 5]","The Sun and The Times reported that Greece will have to leave the Euro soon.","linking.linkers.RadboudLinker"
"1.0","0.0","1.0","0.25","0.125","0.0","0","[0, 2]","Three of the greatest guitarists started their career in a single band : Clapton, Beck, and Page.","linking.linkers.FOXLinker"
"0.0","0.0","0.0","0.0","0.0","0.0","0","[0, 1, 2, 3, 4, 5]","Heidi and her husband Seal live in Vegas.","NONE"
"0.0","0.0","1.0","0.16666666666666666","0.08333333333333333","1.0","2","[2, 5]","Sam, the co-founder of Equity International, was given the nickname of ""the grave dancer"" because of his ability to buy businesses that others thought were dead.","linking.linkers.RadboudLinker"
"1.0","1.0","1.0","0.4","0.16666666666666666","1.0","0","[0, 1, 2, 5]","The RAF was a terrorist group led by Baader and Meinhof that killed Schleyer.﻿","linking.linkers.FOXLinker"
